Full Name,Gender,Enrollment Status,Program of Study / Major,Enrollment Date,Graduation Date,County,University Enrolled
Elizabeth Mwangi,Female,Not Enrolled,Education,2020-06-18,,Nakuru,JKUAT
Richard Njeri,Male,Enrolled,Psychology,2022-03-15,2024-03-14,Nairobi,University of Nairobi
Lucy Wambui,Female,Withdrawn,Computer Science,2024-09-13,,Nairobi,Kenyatta University
Wangari Odhiambo,Female,Withdrawn,Business Administration,2018-08-21,,Mombasa,Kenyatta University
Sarah Kariuki,Female,Not Enrolled,Law,2024-10-15,,Nyeri,Egerton University
Emily Karanja,Female,Withdrawn,Psychology,2019-07-30,,Meru,University of Nairobi
Mary Odhiambo,Female,Not Enrolled,Computer Science,2023-07-03,,Nairobi,Moi University
James Mwangi,Male,Enrolled,Psychology,2024-03-01,2029-02-28,Kisumu,University of Nairobi
Sarah Odhiambo,Female,Enrolled,Law,2018-12-23,2021-12-22,Kiambu,JKUAT
Alice Kariuki,Female,Enrolled,Computer Science,2021-01-14,2024-01-14,Nyeri,JKUAT
Wangari Wambui,Female,Not Enrolled,Psychology,2019-04-09,,Kisumu,Egerton University
Richard Mwangi,Male,Not Enrolled,Business Administration,2021-09-10,,Nairobi,Moi University
Sarah Karanja,Female,Not Enrolled,Computer Science,2024-02-22,,Meru,JKUAT
Elizabeth Njeri,Female,Enrolled,Education,2021-01-26,2023-01-26,Meru,Egerton University
Michael Otieno,Male,Withdrawn,Psychology,2018-03-17,,Kisumu,Kenyatta University
John Mwangi,Male,Not Enrolled,Law,2022-01-04,,Nairobi,JKUAT
Daniel Otieno,Male,Withdrawn,Education,2022-12-03,,Machakos,JKUAT
Elizabeth Nyambura,Female,Not Enrolled,Law,2018-11-08,,Nakuru,Egerton University
Wangari Mwangi,Female,Enrolled,Nursing,2019-07-31,2021-07-30,Meru,Egerton University
Jane Mwangi,Female,Withdrawn,Business Administration,2020-01-13,,Nakuru,Kenyatta University
John Mwangi,Male,Withdrawn,Nursing,2019-05-18,,Nakuru,Kenyatta University
Luke Odhiambo,Male,Not Enrolled,Psychology,2024-12-10,,Nairobi,Egerton University
Wangari Otieno,Female,Not Enrolled,Mechanical Engineering,2022-01-01,,Machakos,University of Nairobi
James Mwangi,Male,Not Enrolled,Business Administration,2024-04-08,,Nairobi,Egerton University
Wangari Karanja,Female,Not Enrolled,Law,2021-05-11,,Kisumu,Moi University
Mary Mwangi,Female,Not Enrolled,Business Administration,2022-06-06,,Kisumu,Kenyatta University
Alice Nyambura,Female,Enrolled,Nursing,2024-10-29,2027-10-29,Machakos,JKUAT
Samuel Nyambura,Male,Withdrawn,Law,2018-02-25,,Nakuru,JKUAT
Peter Karanja,Male,Not Enrolled,Business Administration,2019-03-21,,Kiambu,Moi University
Daniel Njeri,Male,Not Enrolled,Business Administration,2022-11-07,,Mombasa,Egerton University
Michael Nyambura,Male,Enrolled,Education,2024-10-05,2027-10-05,Nairobi,University of Nairobi
Luke Achieng,Male,Enrolled,Nursing,2019-12-28,2024-12-26,Kisumu,Moi University
Lucy Odhiambo,Female,Enrolled,Law,2022-11-01,2025-10-31,Nyeri,JKUAT
Wangari Njeri,Female,Not Enrolled,Business Administration,2023-02-27,,Kiambu,University of Nairobi
Luke Mwangi,Male,Not Enrolled,Nursing,2021-04-21,,Nyeri,Egerton University
Alice Nyambura,Female,Withdrawn,Business Administration,2023-10-25,,Kiambu,Kenyatta University
David Odhiambo,Male,Not Enrolled,Business Administration,2019-09-11,,Meru,Moi University
Mary Mwangi,Female,Enrolled,Computer Science,2018-06-15,2019-06-15,Machakos,JKUAT
John Otieno,Male,Not Enrolled,Nursing,2019-08-23,,Kisumu,Egerton University
Grace Odhiambo,Female,Enrolled,Computer Science,2022-02-09,2027-02-08,Nakuru,JKUAT
Lucy Otieno,Female,Not Enrolled,Business Administration,2021-06-01,,Nairobi,Egerton University
Elizabeth Kariuki,Female,Not Enrolled,Nursing,2023-09-25,,Meru,JKUAT
Lucy Wambui,Female,Withdrawn,Nursing,2022-09-09,,Nakuru,University of Nairobi
John Kariuki,Male,Enrolled,Law,2023-12-01,2024-11-30,Nyeri,Kenyatta University
Jane Mwangi,Female,Enrolled,Psychology,2021-02-05,2024-02-05,Kisumu,JKUAT
Alice Wambui,Female,Withdrawn,Mechanical Engineering,2018-06-09,,Kiambu,Egerton University
Emily Njeri,Female,Not Enrolled,Computer Science,2023-01-16,,Mombasa,Moi University
Esther Mwangi,Female,Not Enrolled,Nursing,2022-02-21,,Machakos,Kenyatta University
Grace Njeri,Female,Not Enrolled,Mechanical Engineering,2024-12-30,,Nairobi,Moi University
Alice Achieng,Female,Not Enrolled,Mechanical Engineering,2022-06-18,,Kisumu,Moi University
Peter Otieno,Male,Withdrawn,Psychology,2021-12-11,,Nairobi,Egerton University
David Nyambura,Male,Not Enrolled,Computer Science,2019-02-03,,Nyeri,Kenyatta University
Esther Karanja,Female,Not Enrolled,Law,2023-01-03,,Nakuru,University of Nairobi
Elizabeth Odhiambo,Female,Not Enrolled,Education,2024-09-07,,Machakos,University of Nairobi
Elizabeth Odhiambo,Female,Not Enrolled,Psychology,2022-03-30,,Nyeri,University of Nairobi
Luke Karanja,Male,Not Enrolled,Mechanical Engineering,2019-02-15,,Kiambu,Kenyatta University
Sarah Nyambura,Female,Enrolled,Education,2023-10-15,2028-10-13,Machakos,Kenyatta University
Joseph Odhiambo,Male,Enrolled,Mechanical Engineering,2019-07-01,2023-06-30,Nakuru,Moi University
Mary Achieng,Female,Not Enrolled,Nursing,2024-03-15,,Machakos,JKUAT
James Kariuki,Male,Enrolled,Education,2018-06-17,2023-06-16,Kisumu,Kenyatta University
Sarah Karanja,Female,Not Enrolled,Law,2024-10-05,,Nairobi,Egerton University
Michael Kariuki,Male,Not Enrolled,Computer Science,2019-11-25,,Nairobi,JKUAT
Richard Mwangi,Male,Withdrawn,Computer Science,2020-07-10,,Mombasa,Egerton University
Peter Odhiambo,Male,Not Enrolled,Mechanical Engineering,2022-11-13,,Nakuru,Moi University
Jane Nyambura,Female,Enrolled,Law,2023-08-22,2026-08-21,Machakos,Moi University
Peter Karanja,Male,Withdrawn,Education,2019-08-04,,Meru,JKUAT
Joseph Otieno,Male,Enrolled,Business Administration,2023-07-17,2024-07-16,Nairobi,Egerton University
Luke Kariuki,Male,Enrolled,Nursing,2023-02-23,2027-02-22,Meru,University of Nairobi
Grace Otieno,Female,Withdrawn,Computer Science,2023-12-14,,Nairobi,Kenyatta University
Wangari Otieno,Female,Withdrawn,Computer Science,2024-05-28,,Kiambu,University of Nairobi
Peter Odhiambo,Male,Withdrawn,Education,2020-11-06,,Mombasa,Kenyatta University
Lucy Wambui,Female,Not Enrolled,Psychology,2022-08-13,,Kisumu,Egerton University
Emily Odhiambo,Female,Withdrawn,Law,2024-07-04,,Kiambu,Kenyatta University
John Nyambura,Male,Enrolled,Psychology,2024-07-10,2029-07-09,Nyeri,Egerton University
Jane Njeri,Female,Not Enrolled,Psychology,2022-12-31,,Nairobi,Egerton University
David Njeri,Male,Withdrawn,Computer Science,2020-11-12,,Meru,Kenyatta University
Daniel Wambui,Male,Not Enrolled,Nursing,2019-09-29,,Nyeri,Egerton University
Samuel Odhiambo,Male,Withdrawn,Education,2018-04-07,,Kisumu,Egerton University
Esther Mwangi,Female,Not Enrolled,Business Administration,2022-08-13,,Nyeri,University of Nairobi
Jane Wambui,Female,Withdrawn,Computer Science,2019-11-22,,Machakos,Egerton University
Grace Njeri,Female,Withdrawn,Business Administration,2018-11-16,,Nakuru,University of Nairobi
Alice Wambui,Female,Withdrawn,Psychology,2018-08-16,,Nakuru,University of Nairobi
Alice Mwangi,Female,Enrolled,Education,2023-02-14,2024-02-14,Nyeri,JKUAT
Richard Achieng,Male,Withdrawn,Law,2024-03-06,,Kisumu,University of Nairobi
Mary Karanja,Female,Not Enrolled,Computer Science,2019-10-10,,Kisumu,Moi University
Grace Wambui,Female,Enrolled,Mechanical Engineering,2023-04-05,2028-04-03,Meru,University of Nairobi
Esther Kariuki,Female,Withdrawn,Mechanical Engineering,2023-12-21,,Mombasa,JKUAT
John Achieng,Male,Enrolled,Computer Science,2022-12-30,2028-12-28,Mombasa,JKUAT
Samuel Wambui,Male,Not Enrolled,Business Administration,2020-04-29,,Nyeri,University of Nairobi
Emily Kariuki,Female,Enrolled,Business Administration,2021-11-13,2024-11-12,Kiambu,Moi University
Emily Wambui,Female,Enrolled,Business Administration,2021-11-27,2027-11-26,Nyeri,Egerton University
Elizabeth Otieno,Female,Withdrawn,Computer Science,2022-11-01,,Nairobi,University of Nairobi
Peter Mwangi,Male,Withdrawn,Education,2023-05-18,,Mombasa,JKUAT
Wangari Otieno,Female,Not Enrolled,Nursing,2024-02-08,,Machakos,JKUAT
Esther Odhiambo,Female,Not Enrolled,Mechanical Engineering,2021-02-15,,Meru,Egerton University
Mary Njeri,Female,Enrolled,Law,2020-06-19,2026-06-18,Nyeri,Kenyatta University
Richard Mwangi,Male,Not Enrolled,Mechanical Engineering,2023-12-05,,Machakos,Kenyatta University
Emily Nyambura,Female,Withdrawn,Nursing,2022-07-08,,Mombasa,Egerton University
Sarah Njeri,Female,Withdrawn,Mechanical Engineering,2024-09-29,,Nyeri,JKUAT
John Odhiambo,Male,Withdrawn,Psychology,2020-10-06,,Meru,Kenyatta University
James Odhiambo,Male,Not Enrolled,Law,2019-03-16,,Kisumu,University of Nairobi
Emily Wambui,Female,Enrolled,Computer Science,2023-12-04,2026-12-03,Nakuru,JKUAT
Lucy Mwangi,Female,Not Enrolled,Education,2023-05-20,,Meru,Kenyatta University
Daniel Njeri,Male,Enrolled,Law,2019-01-21,2022-01-20,Mombasa,Kenyatta University
Esther Kariuki,Female,Not Enrolled,Mechanical Engineering,2018-05-05,,Meru,JKUAT
Peter Wambui,Male,Enrolled,Computer Science,2023-05-08,2024-05-07,Kiambu,Egerton University
James Karanja,Male,Withdrawn,Nursing,2018-10-02,,Machakos,University of Nairobi
Alice Kariuki,Female,Enrolled,Business Administration,2019-06-15,2021-06-14,Nairobi,University of Nairobi
John Karanja,Male,Not Enrolled,Computer Science,2019-07-23,,Kiambu,Moi University
Emily Mwangi,Female,Enrolled,Law,2022-06-28,2025-06-27,Kiambu,JKUAT
David Kariuki,Male,Enrolled,Computer Science,2022-05-17,2025-05-16,Kisumu,Egerton University
Sarah Odhiambo,Female,Enrolled,Nursing,2022-02-02,2027-02-01,Nakuru,Egerton University
Michael Njeri,Male,Enrolled,Law,2022-08-12,2023-08-12,Mombasa,Kenyatta University
Peter Odhiambo,Male,Enrolled,Mechanical Engineering,2023-03-02,2029-02-28,Nakuru,Kenyatta University
Alice Mwangi,Female,Enrolled,Business Administration,2020-06-28,2023-06-28,Kiambu,Egerton University
Alice Achieng,Female,Withdrawn,Business Administration,2024-11-30,,Mombasa,JKUAT
Peter Kariuki,Male,Enrolled,Mechanical Engineering,2024-03-19,2026-03-19,Nakuru,Kenyatta University
Richard Njeri,Male,Withdrawn,Law,2021-09-19,,Mombasa,Kenyatta University
Mary Karanja,Female,Not Enrolled,Computer Science,2020-04-25,,Machakos,Egerton University
Samuel Otieno,Male,Not Enrolled,Education,2021-09-22,,Nakuru,Kenyatta University
Wangari Nyambura,Female,Withdrawn,Computer Science,2021-07-10,,Nakuru,Moi University
Sarah Achieng,Female,Enrolled,Psychology,2024-02-25,2026-02-24,Nyeri,Moi University
Daniel Odhiambo,Male,Not Enrolled,Law,2022-08-13,,Nyeri,University of Nairobi
Alice Kariuki,Female,Withdrawn,Mechanical Engineering,2020-12-06,,Nyeri,Egerton University
Esther Nyambura,Female,Withdrawn,Education,2020-07-16,,Nakuru,Kenyatta University
Daniel Mwangi,Male,Enrolled,Business Administration,2024-09-01,2029-08-31,Mombasa,Kenyatta University
Richard Kariuki,Male,Withdrawn,Business Administration,2022-05-18,,Kisumu,University of Nairobi
Luke Kariuki,Male,Enrolled,Psychology,2019-10-01,2024-09-29,Nyeri,Kenyatta University
Mary Achieng,Female,Not Enrolled,Psychology,2023-12-19,,Nakuru,Kenyatta University
Sarah Njeri,Female,Not Enrolled,Psychology,2023-01-22,,Nakuru,Kenyatta University
Alice Odhiambo,Female,Enrolled,Computer Science,2018-08-07,2022-08-06,Kiambu,Kenyatta University
Jane Otieno,Female,Not Enrolled,Psychology,2023-02-16,,Machakos,Moi University
Joseph Mwangi,Male,Not Enrolled,Law,2024-07-27,,Kiambu,Egerton University
Samuel Otieno,Male,Not Enrolled,Mechanical Engineering,2024-05-17,,Kisumu,University of Nairobi
Mary Njeri,Female,Withdrawn,Computer Science,2021-09-25,,Machakos,Moi University
Michael Achieng,Male,Enrolled,Nursing,2021-09-11,2027-09-10,Machakos,Moi University
Michael Achieng,Male,Enrolled,Education,2018-12-29,2024-12-27,Mombasa,Moi University
Mary Odhiambo,Female,Not Enrolled,Education,2018-07-10,,Kisumu,Moi University
Jane Karanja,Female,Not Enrolled,Computer Science,2019-06-16,,Kisumu,Moi University
Samuel Achieng,Male,Withdrawn,Computer Science,2024-09-17,,Mombasa,Kenyatta University
Joseph Karanja,Male,Enrolled,Education,2018-04-07,2024-04-05,Nakuru,Moi University
Peter Mwangi,Male,Enrolled,Business Administration,2018-07-10,2021-07-09,Meru,Egerton University
Jane Nyambura,Female,Not Enrolled,Nursing,2024-06-11,,Nakuru,Egerton University
Sarah Odhiambo,Female,Not Enrolled,Education,2020-09-15,,Kiambu,Kenyatta University
Alice Wambui,Female,Enrolled,Nursing,2023-02-13,2025-02-12,Meru,University of Nairobi
Grace Nyambura,Female,Enrolled,Nursing,2019-12-28,2024-12-26,Machakos,University of Nairobi
Alice Odhiambo,Female,Not Enrolled,Education,2021-06-09,,Machakos,Kenyatta University
Elizabeth Karanja,Female,Enrolled,Mechanical Engineering,2024-02-01,2029-01-30,Meru,JKUAT
Joseph Karanja,Male,Withdrawn,Education,2021-04-02,,Machakos,JKUAT
John Mwangi,Male,Withdrawn,Psychology,2024-11-05,,Nyeri,Moi University
Michael Wambui,Male,Not Enrolled,Law,2022-12-04,,Mombasa,Egerton University
Joseph Kariuki,Male,Enrolled,Education,2021-02-25,2023-02-25,Kisumu,University of Nairobi
Samuel Karanja,Male,Withdrawn,Computer Science,2024-11-03,,Kisumu,Egerton University
John Wambui,Male,Enrolled,Law,2021-04-26,2022-04-26,Nairobi,Moi University
Esther Otieno,Female,Enrolled,Law,2022-12-26,2026-12-25,Machakos,Moi University
Daniel Odhiambo,Male,Withdrawn,Mechanical Engineering,2023-09-21,,Nakuru,Moi University
Samuel Njeri,Male,Withdrawn,Psychology,2020-01-11,,Mombasa,Egerton University
Grace Otieno,Female,Not Enrolled,Mechanical Engineering,2024-09-09,,Meru,Moi University
Luke Njeri,Male,Not Enrolled,Business Administration,2019-10-01,,Machakos,University of Nairobi
Jane Wambui,Female,Enrolled,Mechanical Engineering,2021-04-12,2022-04-12,Kisumu,Egerton University
James Wambui,Male,Not Enrolled,Mechanical Engineering,2018-06-10,,Meru,JKUAT
Peter Karanja,Male,Enrolled,Nursing,2019-06-06,2022-06-05,Mombasa,JKUAT
Luke Wambui,Male,Not Enrolled,Computer Science,2024-08-02,,Meru,JKUAT
Luke Wambui,Male,Not Enrolled,Mechanical Engineering,2024-05-27,,Nyeri,Moi University
Mary Otieno,Female,Not Enrolled,Nursing,2021-05-18,,Kisumu,JKUAT
Richard Wambui,Male,Withdrawn,Business Administration,2024-06-18,,Machakos,Kenyatta University
David Otieno,Male,Enrolled,Mechanical Engineering,2018-03-11,2024-03-09,Kisumu,Moi University
David Kariuki,Male,Not Enrolled,Law,2023-02-17,,Kiambu,University of Nairobi
Esther Mwangi,Female,Enrolled,Education,2023-05-10,2025-05-09,Nakuru,Egerton University
Sarah Wambui,Female,Withdrawn,Nursing,2018-10-30,,Nyeri,Kenyatta University
Mary Odhiambo,Female,Withdrawn,Education,2019-08-14,,Mombasa,Egerton University
Jane Otieno,Female,Withdrawn,Computer Science,2024-03-24,,Kisumu,University of Nairobi
Esther Mwangi,Female,Not Enrolled,Psychology,2022-09-26,,Meru,Egerton University
Samuel Kariuki,Male,Enrolled,Computer Science,2023-10-16,2029-10-14,Mombasa,JKUAT
Luke Njeri,Male,Enrolled,Mechanical Engineering,2023-10-17,2029-10-15,Nakuru,Moi University
Elizabeth Wambui,Female,Not Enrolled,Education,2024-01-18,,Nyeri,Egerton University
Joseph Nyambura,Male,Enrolled,Psychology,2021-05-30,2025-05-29,Nakuru,Kenyatta University
Richard Wambui,Male,Enrolled,Mechanical Engineering,2020-03-20,2021-03-20,Kiambu,Moi University
James Achieng,Male,Not Enrolled,Psychology,2023-03-05,,Kiambu,Kenyatta University
Grace Otieno,Female,Withdrawn,Mechanical Engineering,2018-11-18,,Machakos,University of Nairobi
Elizabeth Wambui,Female,Withdrawn,Nursing,2018-01-19,,Nyeri,Egerton University
James Karanja,Male,Withdrawn,Psychology,2019-01-10,,Nyeri,University of Nairobi
Wangari Nyambura,Female,Not Enrolled,Computer Science,2018-03-02,,Meru,Moi University
Alice Kariuki,Female,Withdrawn,Law,2022-03-24,,Nyeri,Egerton University
Luke Otieno,Male,Withdrawn,Computer Science,2021-09-11,,Nairobi,JKUAT
Mary Odhiambo,Female,Not Enrolled,Psychology,2021-07-06,,Nakuru,University of Nairobi
Emily Nyambura,Female,Enrolled,Nursing,2021-02-18,2027-02-17,Nakuru,JKUAT
Grace Otieno,Female,Not Enrolled,Nursing,2019-11-30,,Kiambu,Kenyatta University
Grace Kariuki,Female,Not Enrolled,Education,2024-11-15,,Kiambu,JKUAT
Emily Karanja,Female,Not Enrolled,Education,2019-01-10,,Kisumu,JKUAT
Michael Mwangi,Male,Withdrawn,Mechanical Engineering,2022-08-27,,Nyeri,Kenyatta University
Emily Wambui,Female,Not Enrolled,Psychology,2019-06-20,,Nyeri,JKUAT
Daniel Odhiambo,Male,Not Enrolled,Computer Science,2024-03-18,,Nakuru,JKUAT
Lucy Mwangi,Female,Not Enrolled,Education,2021-03-14,,Mombasa,Moi University
Emily Achieng,Female,Not Enrolled,Computer Science,2023-07-20,,Meru,JKUAT
Grace Mwangi,Female,Not Enrolled,Nursing,2024-02-19,,Mombasa,Kenyatta University
Samuel Karanja,Male,Not Enrolled,Psychology,2018-11-24,,Nakuru,Moi University
Lucy Wambui,Female,Withdrawn,Law,2020-02-24,,Mombasa,JKUAT
Luke Njeri,Male,Withdrawn,Education,2023-11-12,,Nyeri,Moi University
Peter Kariuki,Male,Enrolled,Computer Science,2024-08-16,2026-08-16,Kiambu,Egerton University
Wangari Nyambura,Female,Not Enrolled,Psychology,2023-04-24,,Kisumu,Egerton University
David Kariuki,Male,Not Enrolled,Nursing,2024-11-01,,Nyeri,Egerton University
Sarah Kariuki,Female,Not Enrolled,Business Administration,2021-04-08,,Kiambu,JKUAT
Esther Otieno,Female,Withdrawn,Psychology,2024-11-10,,Meru,University of Nairobi
Samuel Kariuki,Male,Not Enrolled,Nursing,2023-06-26,,Nairobi,Egerton University
Elizabeth Odhiambo,Female,Enrolled,Psychology,2024-11-12,2026-11-12,Nyeri,Kenyatta University
Sarah Mwangi,Female,Not Enrolled,Nursing,2021-10-20,,Nairobi,JKUAT
Sarah Achieng,Female,Enrolled,Business Administration,2023-12-09,2025-12-08,Machakos,JKUAT
Emily Otieno,Female,Not Enrolled,Business Administration,2020-11-22,,Mombasa,JKUAT
Sarah Otieno,Female,Not Enrolled,Law,2018-02-07,,Nyeri,Egerton University
Lucy Wambui,Female,Withdrawn,Psychology,2018-07-07,,Kiambu,Moi University
Alice Karanja,Female,Enrolled,Computer Science,2021-02-19,2023-02-19,Machakos,JKUAT
Sarah Njeri,Female,Enrolled,Law,2023-03-14,2026-03-13,Nyeri,Kenyatta University
Alice Odhiambo,Female,Not Enrolled,Law,2021-02-18,,Kiambu,Moi University
Emily Wambui,Female,Not Enrolled,Law,2018-11-11,,Mombasa,Moi University
Esther Kariuki,Female,Withdrawn,Nursing,2018-07-24,,Meru,Moi University
Daniel Karanja,Male,Withdrawn,Education,2024-07-06,,Meru,Egerton University
David Odhiambo,Male,Not Enrolled,Nursing,2020-08-25,,Kisumu,Moi University
Alice Achieng,Female,Not Enrolled,Law,2020-11-17,,Kisumu,JKUAT
Luke Karanja,Male,Enrolled,Business Administration,2021-11-06,2027-11-05,Nairobi,Moi University
Peter Nyambura,Male,Enrolled,Nursing,2020-04-18,2022-04-18,Kisumu,Kenyatta University
Wangari Achieng,Female,Enrolled,Computer Science,2022-07-08,2024-07-07,Kisumu,University of Nairobi
James Mwangi,Male,Enrolled,Law,2018-08-06,2021-08-05,Meru,Kenyatta University
Luke Njeri,Male,Not Enrolled,Nursing,2018-03-21,,Machakos,Kenyatta University
Grace Otieno,Female,Enrolled,Psychology,2023-12-09,2026-12-08,Nairobi,JKUAT
Jane Odhiambo,Female,Not Enrolled,Law,2024-10-30,,Machakos,Egerton University
Michael Njeri,Male,Not Enrolled,Law,2024-11-28,,Mombasa,Kenyatta University
Daniel Karanja,Male,Withdrawn,Law,2018-12-27,,Nakuru,Egerton University
Joseph Karanja,Male,Withdrawn,Education,2022-03-15,,Kiambu,Kenyatta University
Joseph Kariuki,Male,Withdrawn,Mechanical Engineering,2023-12-26,,Machakos,Moi University
Luke Otieno,Male,Not Enrolled,Business Administration,2021-04-07,,Kiambu,University of Nairobi
Samuel Mwangi,Male,Not Enrolled,Law,2019-02-16,,Machakos,JKUAT
Luke Karanja,Male,Not Enrolled,Computer Science,2019-10-13,,Nyeri,University of Nairobi
David Kariuki,Male,Withdrawn,Business Administration,2018-12-01,,Kiambu,Egerton University
Jane Otieno,Female,Withdrawn,Law,2020-12-26,,Meru,University of Nairobi
Esther Nyambura,Female,Enrolled,Computer Science,2019-08-28,2020-08-27,Meru,Egerton University
Daniel Kariuki,Male,Withdrawn,Law,2023-02-06,,Kiambu,Egerton University
Wangari Nyambura,Female,Withdrawn,Education,2020-02-24,,Meru,Kenyatta University
James Achieng,Male,Enrolled,Education,2021-11-30,2027-11-29,Mombasa,Moi University
Daniel Wambui,Male,Withdrawn,Mechanical Engineering,2020-04-16,,Machakos,Moi University
