Full Name,ID No,Gender,Enrollment Date,Program of Study,Course Code,Semester,Grade,GPA,Cumulative GPA,Course Status,Academic Standing
Mary Achieng,S71824840,Female,2019-04-08,Mechanical Engineering,BIO150,Fall 2023,C,3.3,3.3,Completed,Suspended
Wangari Kariuki,S69749702,Female,2018-12-01,Mechanical Engineering,LAW102,Spring 2024,C,2.48,2.89,Withdrawn,Good Standing
Sarah Odhiambo,S32526160,Female,2019-04-21,Education,CS101,Fall 2023,B,2.38,2.63,Failed,Probation
James Njeri,S36662753,Male,2023-09-01,Nursing,ECON150,Fall 2024,A,1.13,1.88,Completed,Suspended
Grace Mwangi,S66850827,Female,2021-01-27,Psychology,ECON150,Fall 2024,C+,1.87,1.88,Failed,Suspended
Mary Karanja,S42344472,Female,2022-02-05,Business Administration,LAW102,Fall 2023,C,3.99,2.94,Completed,Suspended
Wangari Nyambura,S24479296,Female,2019-02-17,Education,PSY201,Spring 2024,C,1.25,2.09,Completed,Probation
Samuel Kariuki,S27412281,Male,2019-12-30,Psychology,MATH250,Fall 2023,C+,1.44,1.76,Failed,Probation
Peter Karanja,S31407688,Male,2021-08-23,Mechanical Engineering,ENGR301,Fall 2023,C,1.18,1.47,Completed,Good Standing
David Mwangi,S40314697,Male,2024-04-26,Nursing,ENGR301,Summer 2024,A,2.51,1.99,Failed,Good Standing
Joseph Mwangi,S18962585,Male,2019-08-01,Education,LAW102,Fall 2024,A,2.69,2.34,Withdrawn,Probation
Samuel Otieno,S76847446,Male,2024-09-28,Education,BIO150,Spring 2024,F,3.69,3.01,Completed,Suspended
Richard Achieng,S73529256,Male,2023-10-22,Law,MATH250,Spring 2024,A,3.24,3.12,Completed,Suspended
Grace Njeri,S40753379,Female,2022-01-14,Law,CS101,Fall 2023,B,2.13,2.62,Completed,Good Standing
Samuel Otieno,S18163536,Male,2019-12-13,Computer Science,ENGR301,Fall 2024,D+,1.35,1.99,Completed,Good Standing
Sarah Otieno,S21447798,Female,2018-11-07,Computer Science,LAW102,Fall 2023,B,3.8,2.9,Completed,Good Standing
Sarah Otieno,S12021481,Female,2023-01-22,Mechanical Engineering,ECON150,Fall 2023,D,2.24,2.57,Completed,Probation
James Wambui,S81565493,Male,2019-01-11,Nursing,PSY201,Spring 2024,A,1.02,1.79,Failed,Suspended
Joseph Achieng,S68052359,Male,2018-10-02,Law,PSY201,Fall 2023,B+,2.5,2.15,Failed,Probation
Peter Mwangi,S99216309,Male,2018-06-01,Law,MATH250,Spring 2024,D+,2.06,2.1,Withdrawn,Suspended
Jane Kariuki,S37292723,Female,2022-12-26,Psychology,PSY201,Spring 2024,B+,2.93,2.52,Completed,Suspended
Daniel Wambui,S28553353,Male,2018-08-30,Mechanical Engineering,ECON150,Summer 2024,C+,3.78,3.15,Completed,Suspended
Sarah Wambui,S50140671,Female,2021-12-29,Law,BIO150,Fall 2023,B,2.85,3.0,Completed,Good Standing
Wangari Odhiambo,S22746798,Female,2023-09-26,Business Administration,BIO150,Summer 2024,F,2.44,2.72,Failed,Good Standing
Luke Mwangi,S73603082,Male,2024-10-31,Mechanical Engineering,BIO150,Summer 2024,B+,3.18,2.95,Withdrawn,Good Standing
Peter Achieng,S25464716,Male,2020-06-13,Mechanical Engineering,LAW102,Fall 2023,C+,2.08,2.52,Failed,Good Standing
Emily Nyambura,S80798336,Female,2018-07-21,Nursing,PSY201,Fall 2023,B+,3.94,3.23,Failed,Suspended
Wangari Kariuki,S69162903,Female,2023-08-15,Mechanical Engineering,LAW102,Fall 2023,B,3.09,3.16,Completed,Suspended
Esther Njeri,S90923802,Female,2018-09-12,Computer Science,LAW102,Spring 2024,C,2.86,3.01,Withdrawn,Good Standing
Luke Nyambura,S82578309,Male,2018-01-07,Law,PSY201,Spring 2024,F,1.57,2.29,Completed,Probation
Elizabeth Mwangi,S32898465,Female,2019-06-30,Psychology,ENGR301,Spring 2024,D,1.8,2.04,Completed,Good Standing
Daniel Wambui,S60501116,Male,2023-08-22,Mechanical Engineering,ECON150,Spring 2024,C,1.64,1.84,Completed,Good Standing
Samuel Mwangi,S62319042,Male,2022-03-09,Computer Science,ECON150,Summer 2024,C+,2.65,2.25,Failed,Suspended
David Achieng,S55973045,Male,2021-01-09,Law,ENGR301,Summer 2024,B+,1.62,1.94,Withdrawn,Probation
Luke Mwangi,S55860891,Male,2024-06-01,Business Administration,PSY201,Fall 2023,C,1.41,1.67,Withdrawn,Good Standing
Sarah Odhiambo,S45169042,Female,2023-01-07,Education,LAW102,Fall 2023,B+,1.46,1.56,Withdrawn,Suspended
Sarah Kariuki,S37725474,Female,2020-08-02,Mechanical Engineering,CS101,Fall 2024,D+,2.52,2.04,Failed,Suspended
Richard Mwangi,S76871431,Male,2022-06-14,Psychology,ECON150,Fall 2024,D,1.12,1.58,Withdrawn,Suspended
Sarah Achieng,S33055507,Female,2021-03-16,Business Administration,PSY201,Fall 2023,C+,3.63,2.6,Withdrawn,Good Standing
Alice Nyambura,S79905010,Female,2019-08-05,Law,LAW102,Fall 2024,D,3.95,3.28,Withdrawn,Probation
Luke Wambui,S55501043,Male,2018-04-23,Law,BIO150,Spring 2024,C,3.03,3.15,Withdrawn,Suspended
Lucy Nyambura,S13787430,Female,2018-06-24,Mechanical Engineering,LAW102,Fall 2024,D+,3.95,3.55,Failed,Good Standing
Esther Nyambura,S28986326,Female,2024-12-10,Nursing,PSY201,Fall 2023,B+,1.99,2.77,Failed,Good Standing
David Nyambura,S48141086,Male,2022-07-21,Law,MATH250,Fall 2024,F,3.53,3.15,Withdrawn,Suspended
Richard Karanja,S55146410,Male,2023-11-22,Mechanical Engineering,ENGR301,Fall 2024,B+,2.18,2.67,Completed,Good Standing
Michael Karanja,S65497695,Male,2020-02-21,Education,ECON150,Fall 2024,F,2.55,2.61,Failed,Suspended
David Wambui,S66667271,Male,2019-05-16,Mechanical Engineering,ENGR301,Fall 2023,D,3.25,2.93,Failed,Good Standing
Emily Karanja,S49183126,Female,2023-10-06,Business Administration,CS101,Fall 2024,F,3.98,3.46,Failed,Suspended
Peter Wambui,S81476729,Male,2024-11-30,Law,LAW102,Spring 2024,B,2.54,3.0,Completed,Suspended
Elizabeth Odhiambo,S58814519,Female,2019-03-15,Nursing,BIO150,Fall 2023,D+,2.14,2.57,Withdrawn,Good Standing
Daniel Karanja,S84077762,Male,2019-10-09,Business Administration,ECON150,Summer 2024,D,2.67,2.62,Failed,Good Standing
Jane Nyambura,S63423387,Female,2018-05-22,Nursing,ECON150,Fall 2023,C,2.9,2.76,Withdrawn,Probation
Daniel Wambui,S67744207,Male,2024-05-30,Nursing,MATH250,Spring 2024,B,1.24,2.0,Completed,Suspended
Richard Kariuki,S81326881,Male,2021-01-13,Mechanical Engineering,CS101,Spring 2024,F,1.16,1.58,Completed,Suspended
John Odhiambo,S35538701,Male,2020-02-09,Mechanical Engineering,ENGR301,Fall 2023,D,1.21,1.4,Completed,Suspended
Michael Karanja,S86325064,Male,2019-11-06,Computer Science,ENGR301,Fall 2024,C,3.93,2.67,Withdrawn,Suspended
Wangari Nyambura,S87612097,Female,2018-06-11,Nursing,CS101,Fall 2024,F,1.53,2.1,Withdrawn,Probation
Peter Odhiambo,S16649729,Male,2019-11-22,Education,BIO150,Summer 2024,F,1.33,1.72,Completed,Suspended
Mary Wambui,S93826247,Female,2019-10-05,Law,ENGR301,Spring 2024,C+,2.81,2.27,Failed,Suspended
Richard Wambui,S44556959,Male,2023-08-02,Nursing,ECON150,Spring 2024,D+,3.8,3.04,Withdrawn,Good Standing
Elizabeth Otieno,S86420699,Female,2018-11-30,Computer Science,ECON150,Fall 2024,C+,2.29,2.67,Completed,Probation
Michael Mwangi,S88468158,Male,2018-09-17,Mechanical Engineering,BIO150,Spring 2024,F,3.78,3.22,Withdrawn,Good Standing
Michael Otieno,S97627906,Male,2018-03-09,Education,LAW102,Fall 2024,B,1.56,2.39,Completed,Good Standing
Joseph Otieno,S49706531,Male,2024-04-27,Nursing,ECON150,Fall 2023,F,3.89,3.14,Completed,Probation
James Otieno,S58172620,Male,2023-12-04,Education,PSY201,Fall 2024,D+,1.23,2.19,Completed,Suspended
Jane Kariuki,S28474711,Female,2024-05-15,Mechanical Engineering,MATH250,Spring 2024,C+,3.86,3.02,Completed,Suspended
Elizabeth Odhiambo,S32754187,Female,2021-10-03,Nursing,CS101,Summer 2024,C+,3.51,3.26,Withdrawn,Good Standing
Elizabeth Wambui,S99395658,Female,2022-12-06,Business Administration,BIO150,Fall 2023,C,2.16,2.71,Withdrawn,Suspended
Esther Wambui,S51307447,Female,2023-03-23,Psychology,CS101,Fall 2024,D,1.36,2.04,Completed,Suspended
Alice Njeri,S43281668,Female,2021-09-11,Computer Science,PSY201,Spring 2024,F,3.9,2.97,Failed,Suspended
Samuel Njeri,S84485520,Male,2020-11-15,Mechanical Engineering,MATH250,Fall 2023,B,3.13,3.05,Failed,Probation
David Wambui,S41063924,Male,2020-09-01,Education,ENGR301,Fall 2024,C,1.65,2.35,Completed,Suspended
James Otieno,S82561704,Male,2022-12-14,Law,ENGR301,Spring 2024,D,1.5,1.93,Completed,Probation
Samuel Achieng,S50645349,Male,2018-05-31,Computer Science,MATH250,Fall 2023,C+,2.57,2.25,Withdrawn,Suspended
Richard Wambui,S51772589,Male,2020-04-07,Nursing,CS101,Spring 2024,B,1.34,1.79,Failed,Good Standing
Sarah Nyambura,S56634508,Female,2019-01-01,Psychology,ECON150,Spring 2024,D,1.99,1.89,Withdrawn,Probation
Sarah Achieng,S99549076,Female,2019-04-07,Psychology,MATH250,Fall 2023,A,2.71,2.3,Completed,Suspended
Lucy Kariuki,S13095799,Female,2021-05-08,Nursing,MATH250,Fall 2023,A,2.06,2.18,Withdrawn,Suspended
Jane Nyambura,S93135305,Female,2022-04-04,Education,LAW102,Summer 2024,F,3.3,2.74,Failed,Probation
Michael Kariuki,S97867873,Male,2024-06-02,Psychology,BIO150,Summer 2024,F,2.35,2.54,Failed,Suspended
Sarah Nyambura,S29957320,Female,2021-07-28,Nursing,CS101,Summer 2024,D,3.54,3.04,Failed,Probation
Esther Nyambura,S68766989,Female,2024-04-17,Law,LAW102,Fall 2024,B+,3.55,3.29,Completed,Suspended
Samuel Kariuki,S29928026,Male,2022-06-17,Business Administration,BIO150,Fall 2024,D,2.54,2.92,Completed,Suspended
Daniel Otieno,S23010707,Male,2018-01-04,Business Administration,PSY201,Spring 2024,C+,2.92,2.92,Completed,Suspended
Jane Otieno,S38259311,Female,2024-08-23,Business Administration,LAW102,Summer 2024,B,3.25,3.08,Failed,Good Standing
Joseph Odhiambo,S24684391,Male,2021-09-30,Law,LAW102,Summer 2024,B+,1.19,2.13,Completed,Probation
Daniel Otieno,S12966650,Male,2022-03-16,Education,ENGR301,Fall 2024,B+,3.02,2.58,Completed,Probation
Jane Wambui,S52841365,Female,2024-04-12,Computer Science,BIO150,Spring 2024,D+,2.47,2.53,Failed,Suspended
John Njeri,S98134289,Male,2019-04-19,Nursing,CS101,Fall 2024,D+,2.51,2.52,Completed,Suspended
Grace Achieng,S78277056,Female,2020-01-22,Law,ENGR301,Fall 2023,D+,3.55,3.04,Completed,Good Standing
Lucy Wambui,S38908662,Female,2019-05-16,Computer Science,MATH250,Summer 2024,C+,3.85,3.45,Failed,Probation
Elizabeth Nyambura,S49790869,Female,2020-04-15,Mechanical Engineering,ECON150,Spring 2024,B+,3.72,3.58,Failed,Probation
Wangari Njeri,S59599566,Female,2022-01-04,Business Administration,ECON150,Fall 2024,B,2.11,2.84,Completed,Good Standing
Michael Kariuki,S35704070,Male,2022-11-17,Business Administration,CS101,Spring 2024,B,1.6,2.22,Completed,Suspended
Joseph Njeri,S91646916,Male,2024-02-11,Computer Science,BIO150,Fall 2024,D+,1.87,2.04,Withdrawn,Good Standing
Emily Kariuki,S61462992,Female,2024-09-10,Law,CS101,Spring 2024,F,3.96,3.0,Withdrawn,Suspended
Wangari Otieno,S79182087,Female,2022-05-07,Psychology,LAW102,Spring 2024,B,3.93,3.46,Withdrawn,Good Standing
James Achieng,S39185416,Male,2023-02-14,Computer Science,BIO150,Summer 2024,C,3.83,3.65,Failed,Good Standing
Daniel Karanja,S42432319,Male,2023-01-30,Nursing,LAW102,Spring 2024,B,2.31,2.98,Withdrawn,Suspended
Sarah Wambui,S71296074,Female,2022-05-08,Law,ENGR301,Spring 2024,F,3.71,3.34,Failed,Suspended
Samuel Otieno,S41872674,Male,2018-10-20,Business Administration,LAW102,Summer 2024,B,1.84,2.59,Failed,Probation
James Wambui,S56365879,Male,2022-12-24,Psychology,ENGR301,Spring 2024,B,2.75,2.67,Withdrawn,Probation
Luke Njeri,S39522042,Male,2024-09-26,Law,MATH250,Fall 2023,C,2.35,2.51,Completed,Probation
Joseph Odhiambo,S51911720,Male,2019-06-02,Nursing,ENGR301,Summer 2024,D+,1.09,1.8,Completed,Suspended
John Njeri,S74265972,Male,2019-06-28,Business Administration,ECON150,Spring 2024,B,3.96,2.88,Completed,Suspended
Richard Odhiambo,S46725315,Male,2024-02-19,Law,LAW102,Summer 2024,A,1.89,2.38,Failed,Good Standing
Michael Otieno,S45826077,Male,2020-11-26,Computer Science,CS101,Fall 2024,D+,2.29,2.33,Completed,Probation
Alice Odhiambo,S59703756,Female,2019-11-03,Psychology,PSY201,Summer 2024,D,1.29,1.81,Completed,Suspended
Esther Mwangi,S89262950,Female,2021-01-27,Law,MATH250,Fall 2024,F,1.06,1.44,Withdrawn,Probation
Samuel Wambui,S99696289,Male,2018-11-28,Mechanical Engineering,CS101,Fall 2024,D,2.63,2.04,Failed,Suspended
Emily Otieno,S87420039,Female,2023-03-22,Computer Science,LAW102,Fall 2023,B,1.33,1.69,Failed,Probation
David Wambui,S39922509,Male,2018-10-16,Business Administration,LAW102,Fall 2023,C,1.23,1.46,Failed,Suspended
Peter Mwangi,S61541475,Male,2020-05-12,Business Administration,ECON150,Fall 2024,D,1.88,1.67,Completed,Good Standing
Samuel Achieng,S28202188,Male,2021-02-17,Education,BIO150,Fall 2024,B+,2.49,2.08,Failed,Probation
Richard Achieng,S12740089,Male,2022-05-14,Business Administration,MATH250,Fall 2023,F,3.81,2.95,Withdrawn,Good Standing
Sarah Njeri,S51436692,Female,2019-11-10,Psychology,BIO150,Summer 2024,D+,3.21,3.08,Withdrawn,Suspended
Grace Njeri,S39231454,Female,2022-03-07,Education,ENGR301,Fall 2023,D+,3.4,3.24,Withdrawn,Good Standing
Lucy Kariuki,S72869035,Female,2022-10-25,Nursing,MATH250,Spring 2024,A,1.53,2.39,Withdrawn,Good Standing
Joseph Nyambura,S14590050,Male,2022-10-31,Education,ENGR301,Summer 2024,D,1.02,1.71,Failed,Probation
Michael Njeri,S23095743,Male,2024-10-13,Business Administration,ECON150,Summer 2024,B+,3.43,2.57,Failed,Probation
Alice Otieno,S12881449,Female,2021-11-01,Mechanical Engineering,BIO150,Fall 2023,C,1.87,2.22,Completed,Good Standing
Joseph Njeri,S89907601,Male,2021-12-22,Education,CS101,Spring 2024,D,3.67,2.95,Failed,Suspended
John Kariuki,S90136489,Male,2021-07-29,Mechanical Engineering,CS101,Fall 2024,D+,3.84,3.4,Withdrawn,Probation
Emily Nyambura,S35694732,Female,2020-04-06,Psychology,MATH250,Fall 2023,C+,1.3,2.35,Completed,Probation
Luke Mwangi,S36205963,Male,2023-11-25,Mechanical Engineering,MATH250,Fall 2023,C,1.23,1.79,Failed,Good Standing
Mary Odhiambo,S87219545,Female,2021-09-06,Psychology,PSY201,Spring 2024,F,3.96,2.88,Completed,Probation
Sarah Odhiambo,S33080336,Female,2019-01-12,Education,MATH250,Fall 2024,C+,2.26,2.57,Completed,Probation
Esther Karanja,S82871402,Female,2022-08-15,Nursing,LAW102,Spring 2024,B+,3.8,3.18,Completed,Probation
Jane Odhiambo,S25122030,Female,2023-07-25,Law,LAW102,Fall 2023,B,2.9,3.04,Failed,Good Standing
Jane Karanja,S20263754,Female,2019-07-05,Psychology,BIO150,Summer 2024,B,3.2,3.12,Withdrawn,Probation
Mary Wambui,S52790061,Female,2020-11-07,Education,LAW102,Fall 2024,C,3.66,3.39,Failed,Probation
Lucy Njeri,S18633205,Female,2023-06-03,Computer Science,ECON150,Fall 2024,C,1.06,2.23,Failed,Good Standing
Samuel Odhiambo,S67615260,Male,2019-06-17,Business Administration,LAW102,Fall 2023,F,3.49,2.86,Completed,Good Standing
Luke Wambui,S77560650,Male,2019-11-01,Business Administration,CS101,Fall 2024,C+,2.35,2.6,Withdrawn,Suspended
Esther Otieno,S96689891,Female,2018-07-13,Law,ENGR301,Spring 2024,B,3.78,3.19,Completed,Probation
Emily Kariuki,S16945886,Female,2018-12-05,Law,CS101,Spring 2024,A,3.01,3.1,Withdrawn,Suspended
David Nyambura,S75804120,Male,2023-06-25,Business Administration,BIO150,Fall 2024,D+,3.55,3.33,Failed,Good Standing
Peter Kariuki,S59476349,Male,2023-06-25,Psychology,ENGR301,Spring 2024,F,2.38,2.85,Completed,Suspended
Esther Karanja,S75147963,Female,2018-10-08,Mechanical Engineering,PSY201,Fall 2024,C,1.44,2.15,Failed,Probation
John Otieno,S35681950,Male,2021-03-18,Law,ECON150,Fall 2023,C+,3.83,2.99,Failed,Good Standing
Peter Nyambura,S21985232,Male,2018-12-05,Education,ECON150,Fall 2023,B,1.09,2.04,Failed,Probation
Jane Nyambura,S43155260,Female,2022-07-15,Mechanical Engineering,ENGR301,Fall 2023,D+,2.83,2.44,Withdrawn,Good Standing
Richard Odhiambo,S44157013,Male,2023-02-23,Nursing,CS101,Fall 2024,F,3.98,3.21,Completed,Probation
Daniel Achieng,S90881697,Male,2021-10-16,Law,PSY201,Spring 2024,B+,2.41,2.81,Failed,Good Standing
Lucy Karanja,S34067800,Female,2023-12-05,Psychology,BIO150,Fall 2023,D+,2.65,2.73,Completed,Good Standing
Luke Kariuki,S89222023,Male,2020-05-09,Nursing,BIO150,Fall 2024,D+,1.54,2.13,Withdrawn,Suspended
Richard Nyambura,S57016283,Male,2018-02-17,Business Administration,ECON150,Spring 2024,A,1.78,1.96,Withdrawn,Good Standing
Sarah Wambui,S96828380,Female,2020-08-01,Law,PSY201,Fall 2024,C,2.92,2.44,Failed,Good Standing
Grace Nyambura,S29605118,Female,2020-05-24,Psychology,PSY201,Fall 2023,A,3.49,2.96,Withdrawn,Suspended
Daniel Odhiambo,S77110059,Male,2023-07-08,Education,BIO150,Spring 2024,F,2.63,2.79,Failed,Good Standing
John Kariuki,S18440009,Male,2021-03-15,Business Administration,ECON150,Fall 2024,A,2.11,2.45,Withdrawn,Good Standing
Elizabeth Wambui,S95838004,Female,2020-03-26,Business Administration,MATH250,Fall 2024,B,2.74,2.6,Withdrawn,Suspended
Luke Kariuki,S11482781,Male,2019-06-04,Mechanical Engineering,ENGR301,Fall 2024,B+,2.77,2.69,Withdrawn,Good Standing
David Karanja,S89730839,Male,2019-06-16,Nursing,PSY201,Fall 2023,D+,1.87,2.28,Completed,Good Standing
Daniel Achieng,S64463308,Male,2021-05-05,Psychology,ECON150,Fall 2024,C,1.75,2.01,Withdrawn,Good Standing
David Odhiambo,S97709851,Male,2022-01-25,Law,ECON150,Summer 2024,B,3.93,2.97,Completed,Good Standing
James Karanja,S94006252,Male,2020-04-10,Nursing,CS101,Summer 2024,C+,2.02,2.5,Failed,Probation
Richard Otieno,S43119219,Male,2022-02-13,Law,CS101,Fall 2024,B,1.28,1.89,Withdrawn,Good Standing
David Achieng,S87748050,Male,2019-09-11,Mechanical Engineering,LAW102,Fall 2024,B,1.87,1.88,Completed,Good Standing
Richard Mwangi,S60196062,Male,2018-08-12,Business Administration,ENGR301,Fall 2024,B+,1.1,1.49,Withdrawn,Suspended
Mary Karanja,S49802927,Female,2019-10-23,Law,LAW102,Spring 2024,C,1.05,1.27,Withdrawn,Probation
Luke Njeri,S20199704,Male,2023-10-11,Computer Science,ENGR301,Fall 2023,D+,2.78,2.02,Failed,Probation
Richard Kariuki,S26868907,Male,2020-08-25,Education,ENGR301,Summer 2024,C,1.72,1.87,Failed,Probation
James Kariuki,S91102274,Male,2020-09-22,Nursing,BIO150,Spring 2024,B,1.39,1.63,Failed,Probation
Joseph Karanja,S41463240,Male,2023-09-06,Computer Science,ECON150,Fall 2023,B,3.88,2.75,Completed,Probation
Joseph Mwangi,S41957578,Male,2024-03-30,Psychology,ECON150,Summer 2024,F,1.82,2.29,Withdrawn,Good Standing
Richard Karanja,S21324451,Male,2023-04-02,Nursing,ECON150,Spring 2024,B+,3.75,3.02,Completed,Probation
Peter Mwangi,S89213443,Male,2023-03-05,Nursing,PSY201,Fall 2023,D,1.85,2.44,Failed,Probation
Alice Wambui,S62082790,Female,2019-06-17,Psychology,LAW102,Spring 2024,B+,3.23,2.83,Withdrawn,Suspended
Esther Otieno,S86971331,Female,2019-10-28,Education,ENGR301,Fall 2024,D,3.61,3.22,Withdrawn,Probation
Grace Nyambura,S26021010,Female,2019-02-16,Computer Science,ECON150,Fall 2024,A,3.87,3.54,Withdrawn,Probation
Lucy Kariuki,S88686717,Female,2022-04-13,Nursing,LAW102,Summer 2024,B+,1.49,2.52,Failed,Good Standing
Luke Nyambura,S49448907,Male,2020-03-04,Nursing,MATH250,Summer 2024,C,1.15,1.83,Withdrawn,Probation
Luke Nyambura,S80849254,Male,2018-04-24,Education,LAW102,Fall 2023,B+,2.5,2.17,Failed,Probation
Grace Wambui,S73549891,Female,2021-02-06,Education,LAW102,Spring 2024,B,1.91,2.04,Withdrawn,Suspended
Luke Achieng,S14180419,Male,2018-08-31,Computer Science,CS101,Summer 2024,B,3.9,2.97,Withdrawn,Suspended
Esther Kariuki,S73072136,Female,2019-06-16,Psychology,ENGR301,Summer 2024,B,2.58,2.78,Withdrawn,Good Standing
Emily Wambui,S83929814,Female,2020-01-26,Nursing,MATH250,Spring 2024,B,3.89,3.33,Failed,Good Standing
Elizabeth Mwangi,S62226674,Female,2020-07-01,Computer Science,BIO150,Fall 2024,F,2.73,3.03,Failed,Suspended
Elizabeth Achieng,S71112149,Female,2023-10-03,Education,BIO150,Fall 2023,D+,2.42,2.72,Failed,Good Standing
Sarah Odhiambo,S86900057,Female,2024-11-20,Psychology,CS101,Summer 2024,B,1.23,1.98,Failed,Suspended
Michael Mwangi,S46964241,Male,2020-07-01,Computer Science,LAW102,Fall 2023,D,1.43,1.71,Failed,Good Standing
Grace Wambui,S24708039,Female,2019-09-19,Mechanical Engineering,ENGR301,Fall 2024,C+,1.09,1.4,Failed,Suspended
David Achieng,S14381045,Male,2022-06-24,Psychology,BIO150,Summer 2024,B,2.5,1.95,Failed,Probation
Wangari Achieng,S50639544,Female,2019-04-01,Nursing,PSY201,Summer 2024,C+,1.45,1.7,Failed,Good Standing
Samuel Odhiambo,S86329443,Male,2022-02-07,Psychology,ENGR301,Summer 2024,C,2.46,2.08,Withdrawn,Probation
Elizabeth Mwangi,S36843496,Female,2018-10-12,Mechanical Engineering,MATH250,Fall 2023,C,3.56,2.82,Failed,Suspended
Jane Mwangi,S14347864,Female,2024-10-21,Psychology,LAW102,Fall 2023,F,1.86,2.34,Failed,Probation
Peter Odhiambo,S62088652,Male,2020-02-03,Psychology,PSY201,Fall 2023,F,3.71,3.02,Completed,Suspended
Jane Njeri,S56238996,Female,2019-12-10,Mechanical Engineering,PSY201,Fall 2023,A,1.73,2.38,Completed,Good Standing
Emily Nyambura,S28668660,Female,2018-11-10,Nursing,LAW102,Summer 2024,F,1.25,1.81,Completed,Suspended
Richard Achieng,S48287852,Male,2020-03-14,Mechanical Engineering,ECON150,Spring 2024,D+,1.19,1.5,Withdrawn,Good Standing
Michael Kariuki,S35378035,Male,2018-06-07,Nursing,ENGR301,Fall 2024,D+,2.46,1.98,Withdrawn,Good Standing
Alice Nyambura,S73535953,Female,2021-02-16,Law,MATH250,Fall 2023,B+,3.25,2.62,Completed,Good Standing
Michael Odhiambo,S99168929,Male,2018-04-12,Mechanical Engineering,ECON150,Spring 2024,C+,1.78,2.2,Withdrawn,Good Standing
Alice Otieno,S26183095,Female,2021-01-26,Law,MATH250,Spring 2024,B,2.98,2.59,Completed,Probation
Luke Kariuki,S82102042,Male,2023-03-12,Mechanical Engineering,PSY201,Fall 2023,B+,2.3,2.44,Completed,Suspended
Elizabeth Njeri,S81507305,Female,2023-10-05,Business Administration,PSY201,Fall 2023,C,3.37,2.91,Withdrawn,Good Standing
Sarah Nyambura,S60310082,Female,2022-08-15,Computer Science,CS101,Summer 2024,A,3.69,3.3,Withdrawn,Good Standing
Wangari Karanja,S65952353,Female,2020-04-05,Computer Science,MATH250,Fall 2023,B+,1.64,2.47,Completed,Good Standing
