Full Name,ID No,Gender,Date of Birth,Age,Ethnicity,Disability Status,Household Income,Primary Language,Grade,County,School Type
Peter Njeri,S79684125,Male,03/08/2006,18,Luo,Visual Impairment,"< KSh 20,000",Luhya,Class 2,Kiambu,Private
Lucy Mwangi,S76648723,Female,28/09/2007,17,Luhya,None,"< KSh 20,000",English,Form 4,Eldoret,Special School
Wangari Nyambura,S73468067,Female,04/07/2009,15,Luo,Hearing Impairment,"KSh 50,000 - KSh 100,000",Luhya,Class 8,Nairobi,Special School
Richard Nyambura,S56475886,Male,25/12/2010,14,Kikuyu,Visual Impairment,"< KSh 20,000",Swahili,Class 6,Nyeri,Public
Emily Otieno,S55723834,Female,10/12/2007,17,Coast,Hearing Impairment,"KSh 20,000 - KSh 50,000",Kiswahili,Class 3,Kisumu,Special School
Samuel Mwangi,S45911616,Male,15/11/2010,14,Meru,Visual Impairment,"< KSh 20,000",Kiswahili,Form 2,Machakos,Public
Jane Achieng,S17793365,Female,21/08/2009,15,Kikuyu,None,"< KSh 20,000",Swahili,Class 7,Nairobi,Special School
Elizabeth Wambui,S81601038,Female,22/03/2005,19,Luhya,Hearing Impairment,"> KSh 100,000",Kiswahili,Class 1,Uasin Gishu,Public
Sarah Njeri,S45211611,Female,19/11/2006,18,Kikuyu,Learning,"KSh 20,000 - KSh 50,000",Luo,Form 3,Mombasa,Special School
Sarah Otieno,S36413011,Female,31/07/2005,19,Kamba,Visual Impairment,"< KSh 20,000",Swahili,Form 2,Machakos,Private
Daniel Njeri,S20391218,Male,26/12/2008,16,Coast,Hearing Impairment,"KSh 20,000 - KSh 50,000",Maasai,Class 3,Mombasa,Special School
Daniel Njeri,S84973733,Male,28/07/2012,12,Luo,None,"< KSh 20,000",Kiswahili,Class 6,Murang'a,Special School
Michael Njeri,S73734656,Male,09/02/2014,10,Coast,Learning,"KSh 50,000 - KSh 100,000",English,Form 1,Kiambu,Private
David Mwangi,S89427430,Male,20/01/2014,10,Mijikenda,None,"KSh 50,000 - KSh 100,000",English,Class 2,Mombasa,Public
Lucy Nyambura,S94832137,Female,19/01/2012,12,Kamba,Visual Impairment,"KSh 20,000 - KSh 50,000",Swahili,Form 1,Nyeri,Private
Grace Kariuki,S62012857,Female,18/11/2012,12,Kalenjin,Learning,"< KSh 20,000",Kiswahili,Form 1,Machakos,Private
Peter Odhiambo,S21059281,Male,16/04/2006,18,Maasai,None,"> KSh 100,000",Maasai,Form 1,Nakuru,Special School
Samuel Nyambura,S22906943,Male,20/03/2005,19,Luhya,Learning,"< KSh 20,000",Luhya,Class 5,Murang'a,Private
Elizabeth Odhiambo,S65732828,Female,22/07/2009,15,Luo,None,"KSh 20,000 - KSh 50,000",Maasai,Class 1,Machakos,Public
Lucy Nyambura,S34955113,Female,11/09/2010,14,Meru,Visual Impairment,"KSh 20,000 - KSh 50,000",Kiswahili,Form 4,Uasin Gishu,Special School
Michael Nyambura,S99969315,Male,16/01/2013,11,Maasai,Learning,"< KSh 20,000",English,Form 4,Machakos,Special School
James Kariuki,S80301727,Male,25/05/2012,12,Kisii,Physical,"KSh 20,000 - KSh 50,000",Luo,Class 5,Nakuru,Public
Peter Odhiambo,S14406043,Male,04/04/2007,17,Mijikenda,None,"KSh 20,000 - KSh 50,000",Luhya,Form 1,Uasin Gishu,Public
Lucy Wambui,S80399262,Female,01/02/2010,14,Meru,Visual Impairment,"KSh 20,000 - KSh 50,000",Maasai,Form 2,Kiambu,Private
Samuel Odhiambo,S47828089,Male,25/02/2010,14,Kamba,Visual Impairment,"KSh 20,000 - KSh 50,000",Luo,Class 4,Nyeri,Public
Emily Nyambura,S68389757,Female,29/11/2008,16,Coast,Learning,"KSh 50,000 - KSh 100,000",Maasai,Form 1,Machakos,Private
Alice Otieno,S54387366,Female,16/12/2012,12,Luhya,Physical,"KSh 20,000 - KSh 50,000",Luhya,Form 1,Machakos,Special School
Alice Nyambura,S57616384,Female,04/06/2005,19,Kikuyu,Learning,"> KSh 100,000",Maasai,Form 2,Kisumu,Special School
John Kariuki,S23124523,Male,13/01/2011,13,Luhya,Physical,"KSh 20,000 - KSh 50,000",Luo,Class 7,Machakos,Private
Sarah Wambui,S53444972,Female,13/07/2013,11,Luo,Hearing Impairment,"KSh 20,000 - KSh 50,000",Swahili,Form 2,Eldoret,Special School
Richard Njeri,S30277774,Male,17/06/2011,13,Kisii,Learning,"KSh 20,000 - KSh 50,000",Kikuyu,Class 4,Mombasa,Special School
Mary Odhiambo,S24178092,Female,27/04/2005,19,Luo,Physical,"< KSh 20,000",English,Class 8,Machakos,Special School
James Wambui,S41062056,Male,08/08/2007,17,Kisii,Hearing Impairment,"> KSh 100,000",Luhya,Class 3,Nakuru,Special School
Richard Nyambura,S45096691,Male,05/12/2011,13,Luo,Visual Impairment,"> KSh 100,000",Maasai,Form 1,Kiambu,Private
Peter Kariuki,S38610907,Male,25/07/2012,12,Meru,Physical,"< KSh 20,000",Kikuyu,Class 3,Nairobi,Public
Mary Odhiambo,S64031533,Female,04/12/2005,19,Coast,Learning,"> KSh 100,000",Maasai,Form 2,Nairobi,Special School
Mary Otieno,S29170068,Female,30/06/2006,18,Luhya,Physical,"KSh 50,000 - KSh 100,000",Swahili,Class 8,Eldoret,Public
Mary Kariuki,S99410169,Female,12/06/2010,14,Meru,Learning,"KSh 50,000 - KSh 100,000",Kikuyu,Form 3,Murang'a,Public
Michael Kariuki,S42661901,Male,13/02/2012,12,Mijikenda,Learning,"< KSh 20,000",Luhya,Form 1,Murang'a,Public
Wangari Karanja,S46533615,Female,06/02/2008,16,Kisii,Visual Impairment,"KSh 50,000 - KSh 100,000",Maasai,Class 1,Uasin Gishu,Private
Elizabeth Kariuki,S79207809,Female,10/11/2007,17,Maasai,Visual Impairment,"KSh 20,000 - KSh 50,000",Luo,Class 8,Nairobi,Special School
James Kariuki,S47177551,Male,13/11/2012,12,Kamba,Physical,"> KSh 100,000",Kikuyu,Form 4,Kiambu,Public
Richard Otieno,S64548166,Male,29/01/2013,11,Meru,Visual Impairment,"KSh 20,000 - KSh 50,000",English,Class 2,Kisumu,Special School
Richard Mwangi,S54794063,Male,15/09/2013,11,Coast,Hearing Impairment,"KSh 50,000 - KSh 100,000",Luhya,Form 3,Mombasa,Public
Elizabeth Odhiambo,S78654855,Female,06/02/2012,12,Kisii,Physical,"< KSh 20,000",English,Class 7,Mombasa,Private
Peter Odhiambo,S80254132,Male,27/03/2010,14,Kisii,Learning,"KSh 20,000 - KSh 50,000",Luhya,Form 2,Mombasa,Public
Daniel Otieno,S49859567,Male,06/08/2008,16,Kalenjin,Hearing Impairment,"KSh 20,000 - KSh 50,000",Maasai,Class 8,Uasin Gishu,Special School
Luke Nyambura,S33978263,Male,25/01/2005,19,Mijikenda,Hearing Impairment,"KSh 50,000 - KSh 100,000",Maasai,Form 4,Uasin Gishu,Special School
Jane Kariuki,S10181210,Female,13/04/2006,18,Meru,Physical,"KSh 20,000 - KSh 50,000",Kikuyu,Class 2,Uasin Gishu,Public
Elizabeth Karanja,S18210115,Female,01/04/2007,17,Kikuyu,Physical,"KSh 20,000 - KSh 50,000",Kiswahili,Class 1,Murang'a,Public
John Nyambura,S88376767,Male,15/03/2008,16,Luhya,Visual Impairment,"< KSh 20,000",Kikuyu,Class 2,Nairobi,Public
Elizabeth Njeri,S87399068,Female,25/07/2008,16,Coast,Hearing Impairment,"KSh 50,000 - KSh 100,000",Maasai,Class 6,Uasin Gishu,Private
Lucy Mwangi,S67611116,Female,05/05/2006,18,Luhya,Learning,"> KSh 100,000",Maasai,Form 4,Eldoret,Public
Esther Otieno,S82301910,Female,23/10/2007,17,Coast,Visual Impairment,"KSh 50,000 - KSh 100,000",Kikuyu,Class 1,Machakos,Special School
Sarah Kariuki,S79438836,Female,28/03/2010,14,Kalenjin,Visual Impairment,"KSh 20,000 - KSh 50,000",Luo,Class 7,Kisumu,Special School
Samuel Odhiambo,S43044679,Male,19/06/2010,14,Kisii,Hearing Impairment,"KSh 20,000 - KSh 50,000",Luhya,Class 4,Murang'a,Public
Joseph Nyambura,S87133812,Male,11/01/2012,12,Kalenjin,Physical,"< KSh 20,000",English,Form 2,Mombasa,Private
Esther Odhiambo,S81918858,Female,06/07/2009,15,Meru,Learning,"< KSh 20,000",Swahili,Class 4,Murang'a,Special School
John Odhiambo,S34301448,Male,31/08/2009,15,Kisii,Learning,"< KSh 20,000",Maasai,Class 1,Uasin Gishu,Public
Esther Wambui,S11178074,Female,24/04/2013,11,Meru,None,"KSh 20,000 - KSh 50,000",Maasai,Class 4,Nakuru,Special School
Peter Njeri,S17468943,Male,21/09/2008,16,Luhya,Hearing Impairment,"KSh 50,000 - KSh 100,000",Luo,Class 1,Nairobi,Special School
Luke Odhiambo,S20308856,Male,11/03/2009,15,Kalenjin,Physical,"< KSh 20,000",Luhya,Form 3,Murang'a,Special School
Grace Karanja,S82352919,Female,30/04/2007,17,Mijikenda,Physical,"< KSh 20,000",Kikuyu,Form 1,Mombasa,Private
John Odhiambo,S96796471,Male,02/10/2014,10,Meru,Hearing Impairment,"KSh 50,000 - KSh 100,000",Swahili,Class 2,Nairobi,Special School
John Achieng,S48678728,Male,23/03/2007,17,Luo,Physical,"KSh 20,000 - KSh 50,000",Kikuyu,Class 7,Murang'a,Private
Joseph Kariuki,S83068548,Male,21/02/2011,13,Mijikenda,Hearing Impairment,"KSh 20,000 - KSh 50,000",Swahili,Class 3,Kiambu,Public
Alice Otieno,S87307693,Female,16/12/2004,20,Coast,Learning,"KSh 50,000 - KSh 100,000",Kikuyu,Class 4,Eldoret,Special School
John Mwangi,S42684578,Male,06/01/2007,17,Luhya,Visual Impairment,"KSh 50,000 - KSh 100,000",Kikuyu,Class 2,Nairobi,Special School
Sarah Achieng,S10713356,Female,14/01/2006,18,Kikuyu,Physical,"KSh 50,000 - KSh 100,000",Swahili,Class 8,Murang'a,Special School
Emily Nyambura,S28469979,Female,03/03/2013,11,Kalenjin,Physical,"KSh 20,000 - KSh 50,000",English,Form 2,Eldoret,Public
Samuel Nyambura,S47021754,Male,18/07/2005,19,Maasai,Visual Impairment,"< KSh 20,000",Luo,Class 2,Nyeri,Special School
James Otieno,S84340696,Male,30/05/2007,17,Kamba,Physical,"KSh 50,000 - KSh 100,000",Luhya,Class 1,Kiambu,Public
Elizabeth Njeri,S86433138,Female,01/02/2008,16,Meru,Hearing Impairment,"KSh 20,000 - KSh 50,000",Luhya,Form 4,Uasin Gishu,Private
Jane Otieno,S28092860,Female,10/01/2011,13,Maasai,Learning,"> KSh 100,000",Kikuyu,Class 4,Nyeri,Private
Joseph Karanja,S22164660,Male,14/02/2011,13,Meru,Hearing Impairment,"KSh 20,000 - KSh 50,000",Kikuyu,Class 6,Nakuru,Private
Wangari Njeri,S52658816,Female,24/02/2006,18,Kisii,Hearing Impairment,"KSh 50,000 - KSh 100,000",Kikuyu,Class 5,Mombasa,Private
Esther Odhiambo,S65321854,Female,10/03/2009,15,Luo,Physical,"> KSh 100,000",Kikuyu,Form 4,Uasin Gishu,Special School
Michael Wambui,S31561505,Male,05/11/2010,14,Kamba,None,"KSh 50,000 - KSh 100,000",Swahili,Class 2,Murang'a,Special School
James Kariuki,S25510078,Male,20/08/2007,17,Maasai,Visual Impairment,"KSh 50,000 - KSh 100,000",Maasai,Form 4,Kiambu,Private
Emily Odhiambo,S43735491,Female,06/08/2009,15,Kikuyu,Physical,"> KSh 100,000",Luhya,Class 2,Eldoret,Special School
Richard Karanja,S79796145,Male,19/08/2008,16,Luo,Visual Impairment,"< KSh 20,000",Kiswahili,Class 5,Nairobi,Public
Sarah Mwangi,S31181016,Female,10/09/2012,12,Maasai,Physical,"> KSh 100,000",Luo,Class 3,Eldoret,Private
John Nyambura,S46669790,Male,07/04/2007,17,Luhya,Visual Impairment,"KSh 20,000 - KSh 50,000",Swahili,Class 4,Kisumu,Special School
Michael Karanja,S14179410,Male,03/11/2006,18,Luhya,None,"KSh 50,000 - KSh 100,000",Luhya,Class 8,Murang'a,Public
James Wambui,S94037221,Male,18/07/2008,16,Meru,Hearing Impairment,"> KSh 100,000",Luo,Form 1,Uasin Gishu,Special School
John Mwangi,S78131430,Male,14/08/2014,10,Kamba,Visual Impairment,"< KSh 20,000",Kiswahili,Form 2,Nairobi,Public
Esther Mwangi,S48806441,Female,21/01/2010,14,Kamba,Learning,"> KSh 100,000",Maasai,Class 4,Uasin Gishu,Private
Daniel Achieng,S84734021,Male,10/11/2009,15,Kalenjin,None,"KSh 50,000 - KSh 100,000",English,Class 2,Kisumu,Special School
Richard Karanja,S88559255,Male,15/02/2013,11,Kikuyu,None,"> KSh 100,000",Swahili,Class 8,Murang'a,Public
Daniel Otieno,S14985486,Male,04/12/2007,17,Mijikenda,Visual Impairment,"< KSh 20,000",Luo,Class 3,Murang'a,Public
Richard Otieno,S28975547,Male,09/12/2012,12,Kamba,Hearing Impairment,"KSh 50,000 - KSh 100,000",Swahili,Class 5,Eldoret,Private
Michael Odhiambo,S61851372,Male,09/06/2008,16,Kalenjin,Learning,"< KSh 20,000",English,Form 4,Mombasa,Public
Emily Njeri,S72237427,Female,25/08/2007,17,Kikuyu,None,"> KSh 100,000",Maasai,Class 5,Uasin Gishu,Public
Jane Kariuki,S12760271,Female,22/10/2013,11,Kalenjin,None,"< KSh 20,000",Maasai,Form 4,Murang'a,Public
Michael Karanja,S68681638,Male,13/11/2012,12,Kisii,Physical,"> KSh 100,000",Maasai,Class 3,Nyeri,Special School
Peter Kariuki,S13366263,Male,20/02/2011,13,Kikuyu,Visual Impairment,"> KSh 100,000",Luhya,Class 7,Kisumu,Public
Alice Kariuki,S58127734,Female,15/01/2006,18,Coast,Hearing Impairment,"> KSh 100,000",Swahili,Class 1,Murang'a,Public
Michael Mwangi,S17766280,Male,08/03/2008,16,Coast,Visual Impairment,"> KSh 100,000",Maasai,Class 2,Mombasa,Special School
Emily Karanja,S45721733,Female,18/12/2012,12,Maasai,None,"< KSh 20,000",Kiswahili,Class 1,Kisumu,Special School
Sarah Otieno,S24922209,Female,18/10/2006,18,Kisii,Hearing Impairment,"> KSh 100,000",Kiswahili,Class 1,Nairobi,Public
Peter Wambui,S11132277,Male,23/06/2005,19,Luo,Hearing Impairment,"< KSh 20,000",Kiswahili,Class 2,Mombasa,Public
James Otieno,S76031268,Male,16/07/2014,10,Maasai,Visual Impairment,"> KSh 100,000",Luhya,Form 4,Eldoret,Special School
Grace Kariuki,S30302789,Female,01/03/2011,13,Mijikenda,Physical,"KSh 20,000 - KSh 50,000",Kiswahili,Form 4,Kisumu,Public
Esther Nyambura,S14905275,Female,12/08/2014,10,Coast,None,"KSh 20,000 - KSh 50,000",Kiswahili,Class 6,Nakuru,Public
Sarah Otieno,S69093562,Female,12/08/2007,17,Luhya,None,"KSh 20,000 - KSh 50,000",Swahili,Form 3,Nyeri,Public
Michael Kariuki,S52605351,Male,06/06/2009,15,Meru,Physical,"KSh 50,000 - KSh 100,000",Maasai,Class 8,Kiambu,Public
Luke Wambui,S74631291,Male,25/07/2010,14,Meru,Physical,"KSh 50,000 - KSh 100,000",Luo,Class 5,Uasin Gishu,Special School
Samuel Nyambura,S99664016,Male,04/04/2012,12,Luo,Hearing Impairment,"< KSh 20,000",Swahili,Form 3,Nyeri,Public
Richard Karanja,S23057015,Male,01/07/2008,16,Luo,Physical,"KSh 20,000 - KSh 50,000",Kiswahili,Class 1,Kisumu,Private
John Njeri,S85542626,Male,16/03/2009,15,Meru,Visual Impairment,"< KSh 20,000",Maasai,Form 4,Nakuru,Special School
Alice Karanja,S75005034,Female,07/04/2010,14,Kamba,Physical,"KSh 50,000 - KSh 100,000",Swahili,Class 3,Machakos,Special School
Luke Wambui,S88402820,Male,01/10/2005,19,Luo,None,"< KSh 20,000",Swahili,Form 1,Machakos,Special School
Esther Nyambura,S48391301,Female,01/02/2005,19,Meru,None,"KSh 20,000 - KSh 50,000",Swahili,Class 7,Murang'a,Private
Elizabeth Otieno,S12049844,Female,19/11/2011,13,Meru,Learning,"KSh 50,000 - KSh 100,000",Kikuyu,Class 2,Murang'a,Public
Mary Achieng,S70432644,Female,28/10/2010,14,Luo,Learning,"< KSh 20,000",Kikuyu,Class 4,Eldoret,Public
James Otieno,S97690167,Male,20/01/2005,19,Luo,Visual Impairment,"< KSh 20,000",Maasai,Class 4,Nairobi,Public
Sarah Karanja,S18795278,Female,20/12/2006,18,Kalenjin,Visual Impairment,"KSh 50,000 - KSh 100,000",English,Class 3,Nairobi,Private
Alice Odhiambo,S31918294,Female,16/06/2010,14,Meru,Physical,"< KSh 20,000",Kiswahili,Class 1,Nakuru,Public
Daniel Wambui,S69702751,Male,02/03/2006,18,Maasai,Learning,"KSh 50,000 - KSh 100,000",Kikuyu,Class 5,Nairobi,Special School
Grace Otieno,S57435060,Female,03/07/2012,12,Coast,Visual Impairment,"< KSh 20,000",Kikuyu,Class 4,Nakuru,Private
Mary Odhiambo,S68815081,Female,08/02/2005,19,Kalenjin,Visual Impairment,"> KSh 100,000",Luo,Class 7,Kiambu,Private
James Nyambura,S87510354,Male,19/06/2008,16,Luhya,Visual Impairment,"< KSh 20,000",Swahili,Class 1,Nakuru,Private
Grace Wambui,S54709117,Female,25/05/2005,19,Maasai,Visual Impairment,"KSh 50,000 - KSh 100,000",English,Class 8,Eldoret,Public
Joseph Karanja,S23300253,Male,10/05/2014,10,Maasai,Hearing Impairment,"KSh 20,000 - KSh 50,000",Maasai,Form 1,Uasin Gishu,Private
Alice Achieng,S71996449,Female,01/10/2013,11,Kikuyu,Learning,"< KSh 20,000",Swahili,Form 1,Machakos,Public
Daniel Kariuki,S97422563,Male,15/09/2012,12,Meru,Learning,"> KSh 100,000",Kiswahili,Class 5,Murang'a,Private
Mary Karanja,S83937883,Female,31/03/2009,15,Mijikenda,Hearing Impairment,"< KSh 20,000",Kikuyu,Form 3,Murang'a,Special School
John Otieno,S94187279,Male,17/12/2005,19,Mijikenda,Physical,"< KSh 20,000",Luo,Class 7,Nairobi,Special School
Sarah Njeri,S26071313,Female,25/11/2007,17,Kisii,None,"KSh 50,000 - KSh 100,000",Luo,Form 3,Eldoret,Special School
Wangari Achieng,S69129380,Female,13/12/2005,19,Maasai,Hearing Impairment,"> KSh 100,000",Swahili,Class 2,Eldoret,Public
Peter Achieng,S79298701,Male,29/01/2011,13,Mijikenda,Learning,"KSh 20,000 - KSh 50,000",Maasai,Class 2,Nairobi,Special School
Samuel Otieno,S30706473,Male,20/09/2014,10,Kisii,Hearing Impairment,"KSh 20,000 - KSh 50,000",Swahili,Class 6,Nyeri,Special School
Mary Otieno,S17970095,Female,20/01/2010,14,Kikuyu,Visual Impairment,"KSh 20,000 - KSh 50,000",Maasai,Form 4,Uasin Gishu,Private
Samuel Odhiambo,S64470294,Male,08/11/2011,13,Luhya,Hearing Impairment,"< KSh 20,000",Maasai,Form 4,Mombasa,Public
Esther Achieng,S30600132,Female,23/01/2009,15,Kalenjin,None,"> KSh 100,000",Swahili,Class 6,Nairobi,Public
Luke Odhiambo,S38038122,Male,02/11/2005,19,Luo,Physical,"> KSh 100,000",Kiswahili,Class 7,Murang'a,Special School
Jane Mwangi,S54826658,Female,12/10/2005,19,Meru,Learning,"< KSh 20,000",Kikuyu,Form 4,Nairobi,Public
Elizabeth Nyambura,S52365977,Female,15/01/2009,15,Kikuyu,Physical,"> KSh 100,000",English,Class 8,Nairobi,Public
Richard Odhiambo,S17265549,Male,29/04/2009,15,Luhya,Physical,"KSh 50,000 - KSh 100,000",Luo,Form 2,Nyeri,Private
Wangari Karanja,S13613261,Female,12/10/2005,19,Kisii,Hearing Impairment,"< KSh 20,000",Maasai,Class 6,Machakos,Special School
Michael Njeri,S92964381,Male,08/09/2007,17,Luhya,Visual Impairment,"KSh 50,000 - KSh 100,000",Kikuyu,Class 6,Kiambu,Public
Mary Njeri,S33676381,Female,04/08/2014,10,Mijikenda,None,"KSh 50,000 - KSh 100,000",Maasai,Form 3,Nairobi,Public
Sarah Nyambura,S24714771,Female,05/01/2007,17,Maasai,Physical,"KSh 20,000 - KSh 50,000",Kikuyu,Class 8,Mombasa,Private
Samuel Wambui,S50453940,Male,14/06/2007,17,Kisii,Physical,"< KSh 20,000",Swahili,Class 2,Mombasa,Public
David Njeri,S11909719,Male,20/10/2007,17,Kikuyu,None,"KSh 50,000 - KSh 100,000",English,Form 4,Mombasa,Special School
Joseph Otieno,S33767079,Male,29/12/2010,14,Kalenjin,Learning,"> KSh 100,000",Kiswahili,Class 7,Nyeri,Special School
Grace Karanja,S43940524,Female,30/01/2005,19,Mijikenda,Visual Impairment,"KSh 20,000 - KSh 50,000",Swahili,Form 1,Murang'a,Public
Richard Njeri,S15988852,Male,04/05/2011,13,Luo,None,"KSh 20,000 - KSh 50,000",Swahili,Class 3,Mombasa,Public
Emily Nyambura,S82685916,Female,29/12/2010,14,Kamba,Visual Impairment,"KSh 50,000 - KSh 100,000",Swahili,Class 6,Kisumu,Public
Michael Mwangi,S25714221,Male,12/02/2006,18,Kikuyu,Hearing Impairment,"KSh 20,000 - KSh 50,000",English,Class 7,Kiambu,Public
David Karanja,S78148937,Male,15/09/2014,10,Maasai,Learning,"KSh 20,000 - KSh 50,000",Swahili,Class 4,Nakuru,Private
Luke Mwangi,S97870539,Male,17/10/2009,15,Coast,Learning,"KSh 50,000 - KSh 100,000",Swahili,Form 4,Nyeri,Private
Elizabeth Odhiambo,S41003414,Female,27/07/2014,10,Mijikenda,Physical,"KSh 20,000 - KSh 50,000",Luo,Form 4,Machakos,Private
Sarah Kariuki,S88275298,Female,16/02/2014,10,Kamba,Hearing Impairment,"> KSh 100,000",Luo,Form 2,Eldoret,Special School
Wangari Njeri,S16151165,Female,24/04/2006,18,Kamba,Physical,"KSh 50,000 - KSh 100,000",Kikuyu,Class 6,Murang'a,Private
John Odhiambo,S35657252,Male,14/05/2010,14,Kikuyu,Visual Impairment,"KSh 20,000 - KSh 50,000",Luhya,Form 4,Nyeri,Special School
Grace Nyambura,S90128143,Female,04/06/2008,16,Kisii,Visual Impairment,"< KSh 20,000",Luo,Class 4,Machakos,Special School
John Nyambura,S87054199,Male,11/08/2014,10,Kikuyu,Learning,"KSh 20,000 - KSh 50,000",Swahili,Form 4,Mombasa,Private
John Njeri,S82767370,Male,22/01/2013,11,Kamba,Hearing Impairment,"KSh 50,000 - KSh 100,000",Swahili,Class 8,Uasin Gishu,Special School
Peter Wambui,S40055823,Male,30/10/2006,18,Kalenjin,None,"KSh 50,000 - KSh 100,000",Kiswahili,Form 4,Nyeri,Public
Richard Kariuki,S68455563,Male,02/09/2007,17,Kamba,None,"KSh 20,000 - KSh 50,000",Kikuyu,Class 7,Uasin Gishu,Special School
Alice Karanja,S66721093,Female,09/07/2008,16,Mijikenda,Visual Impairment,"> KSh 100,000",Kiswahili,Class 1,Kisumu,Public
Luke Mwangi,S57588575,Male,14/04/2014,10,Maasai,Hearing Impairment,"KSh 50,000 - KSh 100,000",Maasai,Class 1,Kisumu,Special School
Luke Njeri,S99470134,Male,24/02/2007,17,Maasai,None,"KSh 20,000 - KSh 50,000",Kiswahili,Form 4,Eldoret,Special School
Jane Nyambura,S87322899,Female,04/05/2013,11,Kalenjin,Hearing Impairment,"> KSh 100,000",Maasai,Form 3,Murang'a,Special School
David Otieno,S94333612,Male,01/01/2010,14,Meru,None,"KSh 20,000 - KSh 50,000",Swahili,Form 2,Kisumu,Special School
Jane Nyambura,S99548199,Female,08/10/2008,16,Kalenjin,Physical,"< KSh 20,000",Luhya,Class 6,Nakuru,Public
Grace Karanja,S86967034,Female,13/02/2014,10,Kikuyu,Learning,"KSh 50,000 - KSh 100,000",English,Class 4,Kisumu,Special School
Daniel Kariuki,S69403157,Male,13/10/2012,12,Kamba,None,"KSh 20,000 - KSh 50,000",English,Class 8,Machakos,Public
Samuel Nyambura,S73450545,Male,11/12/2013,11,Mijikenda,None,"> KSh 100,000",Luo,Class 2,Kiambu,Special School
Richard Nyambura,S23996150,Male,09/11/2008,16,Maasai,Learning,"> KSh 100,000",Luo,Class 7,Kiambu,Special School
James Njeri,S34506017,Male,30/08/2007,17,Maasai,Learning,"< KSh 20,000",Maasai,Form 4,Eldoret,Special School
Michael Karanja,S39079784,Male,20/11/2008,16,Mijikenda,Hearing Impairment,"> KSh 100,000",Kikuyu,Form 2,Machakos,Special School
Sarah Nyambura,S63835768,Female,20/03/2011,13,Luo,Visual Impairment,"> KSh 100,000",Kiswahili,Class 4,Mombasa,Private
Wangari Nyambura,S16007911,Female,11/04/2013,11,Coast,Visual Impairment,"KSh 20,000 - KSh 50,000",Swahili,Class 4,Kisumu,Private
Mary Karanja,S36988203,Female,10/11/2014,10,Kalenjin,Visual Impairment,"KSh 50,000 - KSh 100,000",English,Form 1,Nakuru,Public
Michael Achieng,S49892814,Male,31/05/2009,15,Kikuyu,Physical,"KSh 50,000 - KSh 100,000",Luo,Class 5,Kiambu,Public
John Wambui,S50408602,Male,22/12/2012,12,Kamba,None,"KSh 50,000 - KSh 100,000",Kiswahili,Form 1,Mombasa,Private
Richard Karanja,S21735116,Male,23/08/2007,17,Maasai,None,"KSh 20,000 - KSh 50,000",Swahili,Form 2,Nairobi,Special School
Emily Otieno,S24894351,Female,06/01/2010,14,Kisii,None,"> KSh 100,000",Luo,Class 7,Nyeri,Public
Samuel Kariuki,S18797469,Male,07/08/2010,14,Mijikenda,Visual Impairment,"KSh 20,000 - KSh 50,000",Luhya,Class 7,Kiambu,Public
Emily Kariuki,S29782919,Female,02/04/2007,17,Kalenjin,Visual Impairment,"> KSh 100,000",Kikuyu,Class 8,Kiambu,Private
James Wambui,S66128249,Male,11/03/2014,10,Kamba,Physical,"KSh 20,000 - KSh 50,000",Kikuyu,Class 6,Nyeri,Private
John Nyambura,S18899589,Male,24/03/2007,17,Kikuyu,Hearing Impairment,"< KSh 20,000",Kikuyu,Class 5,Nyeri,Special School
Daniel Wambui,S96968660,Male,01/09/2010,14,Coast,Learning,"< KSh 20,000",English,Class 2,Nairobi,Private
Jane Kariuki,S60466108,Female,01/10/2005,19,Maasai,Physical,"KSh 50,000 - KSh 100,000",Kiswahili,Form 1,Uasin Gishu,Public
